,val_loss,loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10164.646029768319,10337.546687361493,100,100,0.0005,50,25
1,10052.54206795528,10025.205880618862,100,100,0.0005,50,25
2,9982.99132037985,9976.318456235775,100,100,0.0005,50,25
3,9948.705137055496,9949.957150103319,100,100,0.0005,50,25
4,9935.522183122306,9931.644993093405,100,100,0.0005,50,25
5,9923.091662176725,9919.885773070646,100,100,0.0005,50,25
6,9921.003662109375,9909.138255888387,100,100,0.0005,50,25
7,9912.106580010775,9901.537329768358,100,100,0.0005,50,25
8,9902.036275929418,9895.60778826141,100,100,0.0005,50,25
9,9890.851596174569,9890.742421463225,100,100,0.0005,50,25
10,9891.875387257543,9886.495535981672,100,100,0.0005,50,25
11,9891.680360991379,9882.249659349545,100,100,0.0005,50,25
12,9878.549922548491,9878.241212809206,100,100,0.0005,50,25
13,9880.143285290947,9874.866360673965,100,100,0.0005,50,25
14,9877.7203242861,9871.964558782793,100,100,0.0005,50,25
15,9877.060976225754,9869.309269903719,100,100,0.0005,50,25
16,9871.869317416487,9867.24060731238,100,100,0.0005,50,25
17,9872.183046538254,9865.655603325647,100,100,0.0005,50,25
18,9865.790552599678,9863.674505214572,100,100,0.0005,50,25
19,9868.672312769397,9862.181277982001,100,100,0.0005,50,25
20,9866.052456559806,9860.005894469483,100,100,0.0005,50,25
21,9857.68002424569,9858.472851375329,100,100,0.0005,50,25
22,9861.016946726832,9857.389106110744,100,100,0.0005,50,25
23,9865.020861395475,9855.982218794921,100,100,0.0005,50,25
24,9857.149868669181,9855.250630296927,100,100,0.0005,50,25
