,loss,val_loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10175.940525144495,10127.607809132543,300,100,0.01,150,25
1,9947.564152716219,9947.118357691272,300,100,0.01,150,25
2,9909.316127365837,9915.068553003772,300,100,0.01,150,25
3,9888.648499266292,9893.276813375538,300,100,0.01,150,25
4,9878.979587644495,9882.098354997306,300,100,0.01,150,25
5,9871.929397385602,9875.795292295259,300,100,0.01,150,25
6,9865.014632060074,9869.208959119072,300,100,0.01,150,25
7,9860.07192825003,9863.253813644935,300,100,0.01,150,25
8,9857.357131292674,9863.557145743534,300,100,0.01,150,25
9,9856.72550826171,9859.186885439116,300,100,0.01,150,25
10,9852.546978411745,9852.883999528556,300,100,0.01,150,25
11,9850.52492550611,9854.884024784482,300,100,0.01,150,25
12,9849.277117741525,9859.738188644935,300,100,0.01,150,25
13,9847.943196536595,9853.192349137931,300,100,0.01,150,25
14,9846.97170355175,9852.261163119612,300,100,0.01,150,25
15,9846.047117853826,9855.410130994072,300,100,0.01,150,25
16,9843.561807468855,9846.665561018319,300,100,0.01,150,25
17,9841.519564472777,9844.71108903556,300,100,0.01,150,25
18,9842.939415690884,9845.299282731681,300,100,0.01,150,25
19,9842.103650855744,9847.854020743534,300,100,0.01,150,25
20,9842.459453705229,9846.530854323815,300,100,0.01,150,25
21,9841.7819682671,9844.212764345366,300,100,0.01,150,25
22,9840.256560796748,9842.974617793643,300,100,0.01,150,25
23,9839.53748886335,9844.534684806034,300,100,0.01,150,25
24,9840.57106632951,9844.338429418103,300,100,0.01,150,25
