,val_loss,loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10205.059755522629,10267.364433752846,100,50,0.001,100,25
1,9979.845332704741,9936.29016306301,100,50,0.001,100,25
2,9936.803155307112,9892.482183700437,100,50,0.001,100,25
3,9892.65347184806,9865.28665876183,100,50,0.001,100,25
4,9893.287563981681,9847.950666046509,100,50,0.001,100,25
5,9868.372491244612,9835.758686118681,100,50,0.001,100,25
6,9839.621295797413,9828.000630296927,100,50,0.001,100,25
7,9843.071558459053,9821.8930788063,100,50,0.001,100,25
8,9821.796420393319,9817.470588015094,100,50,0.001,100,25
9,9828.693662446121,9813.240670950378,100,50,0.001,100,25
10,9841.051320043103,9810.086765261889,100,50,0.001,100,25
11,9816.389597925647,9806.798490282103,100,50,0.001,100,25
12,9816.739544046337,9804.142163542167,100,50,0.001,100,25
13,9819.625286233837,9801.720303047885,100,50,0.001,100,25
14,9800.727825296337,9800.197227722958,100,50,0.001,100,25
15,9809.303828798491,9797.970425644615,100,50,0.001,100,25
16,9806.426505253232,9796.440337973916,100,50,0.001,100,25
17,9815.488062365303,9794.43739331277,100,50,0.001,100,25
18,9800.388840247844,9793.095492090171,100,50,0.001,100,25
19,9801.037563981681,9791.55612918139,100,50,0.001,100,25
20,9793.433054956897,9790.064172837057,100,50,0.001,100,25
21,9799.559334590518,9789.136313057768,100,50,0.001,100,25
22,9789.289668642241,9787.975130177138,100,50,0.001,100,25
23,9791.567988954741,9786.572599256559,100,50,0.001,100,25
24,9798.431438577587,9785.691628515064,100,50,0.001,100,25
