,val_loss,loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10068.008587015087,10238.179763772012,100,100,0.0005,50,25
1,10015.900112809806,9945.264217945167,100,100,0.0005,50,25
2,9949.8128788389,9902.806351446454,100,100,0.0005,50,25
3,9926.301454741379,9879.160091208223,100,100,0.0005,50,25
4,9920.698562095906,9864.540384860145,100,100,0.0005,50,25
5,9897.139783135775,9854.172087906534,100,100,0.0005,50,25
6,9874.02035627694,9845.163946922166,100,100,0.0005,50,25
7,9861.65861563847,9839.808145944387,100,100,0.0005,50,25
8,9858.748829808728,9835.917920553577,100,100,0.0005,50,25
9,9857.026013604525,9832.073124270035,100,100,0.0005,50,25
10,9857.186809671337,9827.711384369759,100,100,0.0005,50,25
11,9857.482068292025,9825.113155845711,100,100,0.0005,50,25
12,9854.122087149784,9823.455073913661,100,100,0.0005,50,25
13,9856.418962149784,9820.744609019375,100,100,0.0005,50,25
14,9839.386483028018,9818.819393960379,100,100,0.0005,50,25
15,9845.078529094828,9816.685372806362,100,100,0.0005,50,25
16,9834.383772225216,9814.680415593555,100,100,0.0005,50,25
17,9831.404052734375,9812.717685935255,100,100,0.0005,50,25
18,9835.762754242996,9811.157543816633,100,100,0.0005,50,25
19,9829.787387190194,9809.016654906116,100,100,0.0005,50,25
20,9831.485149515087,9807.049697064416,100,100,0.0005,50,25
21,9837.380985654634,9805.489909166117,100,100,0.0005,50,25
22,9821.178584657866,9804.13476702878,100,100,0.0005,50,25
23,9821.873324690194,9802.183823969814,100,100,0.0005,50,25
24,9826.273673221982,9800.256847167735,100,100,0.0005,50,25
