,loss,val_loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,11481.114225057649,13339.633317618534,0,50,0.0005,200,25
1,10761.603597044203,10965.91732893319,0,50,0.0005,200,25
2,10462.160926456936,10355.919349407328,0,50,0.0005,200,25
3,10311.96276943205,10316.878973599138,0,50,0.0005,200,25
4,10226.622377272251,10215.124831627156,0,50,0.0005,200,25
5,10174.390150990506,10146.672245420259,0,50,0.0005,200,25
6,10136.232733046088,10163.890625,0,50,0.0005,200,25
7,10108.880621200437,10084.510472790947,0,50,0.0005,200,25
8,10087.430392197233,10073.916183997844,0,50,0.0005,200,25
9,10069.073617464512,10044.279599946121,0,50,0.0005,200,25
10,10055.379893106881,10035.968042834053,0,50,0.0005,200,25
11,10042.625922750958,10065.315968480603,0,50,0.0005,200,25
12,10032.42112117049,10012.494443696121,0,50,0.0005,200,25
13,10025.642734412435,10088.776198814656,0,50,0.0005,200,25
14,10016.309687294113,9999.581021012931,0,50,0.0005,200,25
15,10010.536555350083,10013.919383081897,0,50,0.0005,200,25
16,10003.362121728258,10001.370352909482,0,50,0.0005,200,25
17,9998.981113084721,9990.643318965518,0,50,0.0005,200,25
18,9993.597831254492,9990.871565193966,0,50,0.0005,200,25
19,9990.664475679056,9978.035358297413,0,50,0.0005,200,25
20,9986.872611703402,9972.701744342672,0,50,0.0005,200,25
21,9983.453506827982,9972.113112877156,0,50,0.0005,200,25
22,9980.430534446874,9994.025828394397,0,50,0.0005,200,25
23,9977.41575452204,9975.281317349138,0,50,0.0005,200,25
24,9973.959784529228,9958.894564924569,0,50,0.0005,200,25
